company_name,url,time_published,topic,relevance_score,ticker,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label
Microsoft,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,20230507T232300,Financial Markets,1.0,DKNG,0.044019,-0.103043,Neutral
Microsoft,https://www.marketwatch.com/story/big-tech-has-made-earnings-look-better-but-here-come-disney-and-paypal-5aa3f694,20230507T174500,Earnings,0.158519,MSFT,0.428632,0.416378,Bullish
Microsoft,https://www.economist.com/finance-and-economics/2023/05/07/your-job-is-probably-safe-from-artificial-intelligence,20230507T161657,Economy - Monetary,0.158519,EXPE,0.013209,0.055047,Neutral
Microsoft,https://www.fool.com/investing/2023/05/07/ai-could-be-a-14-trillion-opportunity-by-2030-here/,20230507T115200,Life Sciences,0.5,MSFT,0.354319,0.335447,Somewhat-Bullish
Microsoft,https://www.fool.com/investing/2023/05/07/1-stock-apple-microsoft-amazon-alphabet-1-trillion/,20230507T113500,Financial Markets,0.316726,AMD,0.549174,0.397822,Bullish
Microsoft,https://www.fool.com/investing/2023/05/07/microsoft-stock-bear-vs-bull/,20230507T112100,Earnings,0.795202,MSFT,0.364987,0.126381,Neutral
Microsoft,https://www.benzinga.com/markets/penny-stocks/23/05/32247243/exclusive-top-10-most-searched-tickers-on-benzinga-pro-in-april-including-tesla-first-republ,20230506T183721,Life Sciences,0.25,MSFT,0.145145,0.094479,Neutral
Microsoft,https://www.investors.com/news/amd-stock-ai-play-and-new-sp-500-member-lead-5-stocks-near-buy-points/,20230506T131900,Life Sciences,0.25,DT,0.291904,0.145836,Neutral
Microsoft,https://www.cnbc.com/2023/05/06/how-a-22-year-old-earned-2-million-dollars-in-scholarships-graduated-debt-free.html,20230506T130001,Financial Markets,0.684621,GRPN,0.024749,0.162637,Somewhat-Bullish
Microsoft,https://www.fool.com/investing/2023/05/06/top-ai-stock-tanked-earnings-time-to-buy-dip/,20230506T113500,IPO,0.158519,MSFT,0.112269,0.071877,Neutral
Microsoft,https://www.benzinga.com/news/23/05/32252792/mark-zuckerberg-snubbed-for-white-house-ai-summit-team-biden-says-event-limited-to-firms-currently-l,20230506T083744,Financial Markets,0.108179,MSFT,0.241684,0.0,Neutral
Microsoft,https://www.marketwatch.com/story/amd-stock-ends-week-higher-as-post-earnings-loss-erased-by-microsoft-ai-hopes-b3415742,20230505T214600,Earnings,0.310843,AMD,0.943189,-0.127943,Neutral
Microsoft,https://www.zacks.com/stock/news/2091181/3-tech-titans-battling-for-ai-dominance,20230505T211300,Financial Markets,0.108179,AMD,0.143415,0.091354,Neutral
Microsoft,https://www.investors.com/market-trend/stock-market-today/dow-jones-roars-back-but-dont-go-wild-warren-buffett-berkshire-hathaway/,20230505T211100,Financial Markets,1.0,DKNG,0.04794,-0.103905,Neutral
Microsoft,https://www.investors.com/research/investing-action-plan/stock-market-action-plan-inflation-banks-disney-and-buffetts-take-on-oxy-pete/,20230505T192900,Life Sciences,0.142857,LL,0.042647,-0.01595,Neutral
Microsoft,https://www.forbes.com/sites/seanhanlon-1/2023/05/05/resilient-earnings-are-a-positive-sign/,20230505T190515,Economy - Monetary,0.576289,BBBY,0.038717,-0.04012,Neutral
Microsoft,https://www.business-standard.com/world-news/here-s-how-ai-is-once-again-putting-tech-companies-in-the-hiring-mood-123050501182_1.html,20230505T181714,Earnings,0.158519,MSFT,0.050254,0.014975,Neutral
Microsoft,https://www.investors.com/news/market-rally-finishes-strong-regional-banks-fed-rate-hike-jobs-report-apple-in-focus/,20230505T171600,Life Sciences,0.142857,PACW,0.061662,-0.118251,Neutral
Microsoft,https://www.cnbc.com/2023/05/05/stocks-making-the-biggest-moves-midday-apple-lyft-carvana-vf-corp-and-more.html,20230505T170537,Financial Markets,0.365926,MSFT,0.088147,0.07432,Neutral
Microsoft,https://www.zacks.com/stock/news/2091121/onto-onto-q1-earnings-top-estimates-revenues-fall-yy,20230505T163500,Earnings,0.99999,MSFT,0.306007,0.274518,Somewhat-Bullish
Microsoft,https://www.zacks.com/research-daily/2090939/top-analyst-reports-for-exxon-mobil-costco-activision-blizzard,20230505T154400,Retail & Wholesale,0.333333,ATVI,0.103778,-0.002246,Neutral
Microsoft,https://www.benzinga.com/news/23/05/32240009/whats-going-on-with-amd-stock-friday,20230505T151500,Financial Markets,0.108179,AMD,0.901338,0.679362,Bullish
