url,entity,salience,verb,company_name
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,human Access,0.520204484462738,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,Access,0.1303170621395111,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,page,0.1303170621395111,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,page,0.024940721690654755,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,browser,0.018525054678320885,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,Javascript,0.017040133476257324,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,cookies,0.01561360526829958,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,automation tools,0.015026300214231014,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,following,0.014951998367905617,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,extension,0.014951998367905617,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,website,0.014843708835542202,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,result,0.014770302921533585,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,ad blockers,0.013725255616009235,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,example,0.013725255616009235,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,loading,0.010356560349464417,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,Reference ID,0.010320114903151989,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,"PerimeterX , Inc.",0.005732798017561436,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,cookies,0.005179825238883495,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,browser,0.005179825238883495,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,#1b8d3071-0620,0.004277950152754784,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,0620,0.0,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,11,0.0,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,485742644473,0.0,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,9,0.0,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,1,0.0,,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,,,deny,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,,,verify,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,,,deny,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,,,believe,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,,,use,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,,,browse,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,,,happen,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,,,block,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,,,support,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,,,make,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,,,enable,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,,,block,Apple
https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-roars-dont-go-wild-amd-stock-near-buy-point/,,,load,Apple
https://www.benzinga.com/analyst-ratings/analyst-color/23/05/32257067/apple-drums-up-emerging-focus-on-earnings-call-gurman-weighs-in-one-strategy-that-c,ScreenersCannabis Cannabis ConferenceNewsEarningsInterviewsDealsRegulationsPsychedelicsTV,0.2189379185438156,,Apple
https://www.benzinga.com/analyst-ratings/analyst-color/23/05/32257067/apple-drums-up-emerging-focus-on-earnings-call-gurman-weighs-in-one-strategy-that-c,Mark Gurman,0.10252591222524643,,Apple
https://www.benzinga.com/analyst-ratings/analyst-color/23/05/32257067/apple-drums-up-emerging-focus-on-earnings-call-gurman-weighs-in-one-strategy-that-c,PressJim CramerRumorsBest Stocks,0.09929124265909195,,Apple
https://www.benzinga.com/analyst-ratings/analyst-color/23/05/32257067/apple-drums-up-emerging-focus-on-earnings-call-gurman-weighs-in-one-strategy-that-c,DeFiCrypto,0.06595656275749207,,Apple
https://www.benzinga.com/analyst-ratings/analyst-color/23/05/32257067/apple-drums-up-emerging-focus-on-earnings-call-gurman-weighs-in-one-strategy-that-c,Penny StocksBest Small Cap ETFsBest,0.05691774934530258,,Apple
https://www.benzinga.com/analyst-ratings/analyst-color/23/05/32257067/apple-drums-up-emerging-focus-on-earnings-call-gurman-weighs-in-one-strategy-that-c,Apple,0.05601442977786064,,Apple
https://www.benzinga.com/analyst-ratings/analyst-color/23/05/32257067/apple-drums-up-emerging-focus-on-earnings-call-gurman-weighs-in-one-strategy-that-c,Treasury BondsHow,0.03769941255450249,,Apple
https://www.benzinga.com/analyst-ratings/analyst-color/23/05/32257067/apple-drums-up-emerging-focus-on-earnings-call-gurman-weighs-in-one-strategy-that-c,Stocks,0.02539016492664814,,Apple
https://www.benzinga.com/analyst-ratings/analyst-color/23/05/32257067/apple-drums-up-emerging-focus-on-earnings-call-gurman-weighs-in-one-strategy-that-c,Stocks,0.02092275582253933,,Apple
https://www.benzinga.com/analyst-ratings/analyst-color/23/05/32257067/apple-drums-up-emerging-focus-on-earnings-call-gurman-weighs-in-one-strategy-that-c,Stocks,0.02092275582253933,,Apple
